"ANO4","IPCF","IPCF_AE","IPCF_act","IPCF_AE_act","GENERO"
2019,5250,5898.87640449438,6215.61825114381,6983.84073162226,1
2019,27750,34049.0797546012,32853.9821846173,40311.6345823525,2
2019,9500,9313.72549019608,11247.3092163555,11026.773741525,1
2019,29000,38666.6666666667,34333.8912920325,45778.52172271,2
2019,34000,38636.3636363636,40253.5277216933,45742.6451382878,1
2019,26666.67,31746.0317460317,31571.3982379484,37584.9932041954,2
2019,19000,22405.6603773585,22494.6184327109,26526.6726800837,2
2019,6666.67,8810.57268722467,7892.85251930532,10431.0774090939,1
2019,14840,19025.641025641,17569.4809232332,22524.9755426066,2
2019,11666.67,13779.5275590551,13812.4889489661,16313.9586644195,2
2019,20000,25974.025974026,23678.5457186431,30751.3580761599,2
2019,15000,18808.7774294671,17758.9092889823,22268.2248137709,2
2019,2775,3997.59903961585,3285.39821846173,4732.86658121738,2
2019,40000,56603.7735849057,47357.0914372862,67014.7520338956,1
2019,4291.67,5960.64814814815,5081.02521521645,7056.97398443356,2
2019,31500,42000,37293.7095068629,49724.9460091505,1
2019,12500,17182.1305841924,14799.0910741519,20342.3932290748,1
2019,22000,21568.6274509804,26046.4002905074,25535.686559321,1
2019,8428.57,9335.44303797468,9978.81400438918,11052.4857389236,1
2019,3285.71,4771.78423236514,3890.04172266014,5649.44555527792,1
2019,13000,17379.679144385,15391.054717118,20576.2763597834,1
2019,5400,6878.98089171975,6393.20734403364,8144.21317711291,2
2019,8520,9861.11111111111,10087.060476142,11674.8385140532,1
2019,10000,11682.2429906542,11839.2728593216,13830.9262375252,1
2019,34500,51492.5373134328,40845.4913646593,60963.4199472528,2
2019,32500,36516.8539325843,38477.636792795,43233.2997671854,1
2019,10000,12269.9386503067,11839.2728593216,14526.7151648117,2
2019,14000,16666.6666666667,16574.9820030502,19732.1214322026,2
2019,8750,10447.7611940299,10359.3637519064,12369.3895545151,1
2019,14000,15909.0909090909,16574.9820030502,18835.2068216479,2
2019,23333.33,27027.027027027,27624.9660586593,31998.0347549231,2
2019,17500,18918.9189189189,20718.7275038127,22398.6243284462,1
2019,38500,43502.8248587571,45581.200508388,51504.1813654101,1
2019,18500,24183.0065359477,21902.6547897449,28630.9212937841,2
2019,6085.71,7845.30386740332,7205.03812327017,9288.26931504785,1
2019,3500,3500,4143.74550076254,4143.74550076254,1
2019,9000,11623.6162361624,10655.3455733894,13761.5164231966,2
2019,20750,29432.6241134752,24566.4911830922,34846.086784528,2
2019,3000,3441.68260038241,3551.78185779646,4074.70194011067,2
2019,19500,21081.0810810811,23086.582075677,24958.46710884,1
2019,9000,11688.3116883117,10655.3455733894,13838.1111342719,2
2019,0,0,0,0,1
2019,15600,20051.4138817481,18469.2656605416,23739.4160161203,1
2019,16750,24452.5547445255,19830.7820393636,28950.0467727936,2
2019,3666.67,4803.49344978166,4341.07066150885,5686.98696299288,1
2019,14000,17230.7692307692,16574.9820030502,20399.9778499079,2
2019,7600,8520.17937219731,8997.84737308438,10087.2728397807,1
2019,17500,21604.9382716049,20718.7275038127,25578.675930633,2
2019,22500,36144.578313253,26638.3639334735,42792.5525035719,1
2019,23333.33,29661.0169491525,27624.9660586593,35116.4872945978,2
2019,5200,6146.57210401891,6156.42188684721,7277.09442889741,1
2019,3000,3583.61774744027,3551.78185779646,4242.74283354527,2
2019,17600,20000,20837.1202324059,23678.5457186431,2
2019,8250,9763.31360946746,9767.40010894028,11559.0533833613,2
2019,16900,22533.3333333333,20008.3711322534,26677.8281763379,2
2019,10983.33,12896.2818003914,13003.4640773972,15268.2599105536,1
2019,6833.33,8649.78902953586,8090.16584077877,10240.7212496241,2
2019,9966.67,13171.8061674009,11799.8125628814,15594.4607265953,2
2019,6500,7344.63276836158,7695.52735855901,8695.5111396147,1
2019,10333.33,12301.5873015873,12233.9113415413,14564.1848666257,2
2019,4700,6317.20430107527,5564.45824388113,7479.11054285098,1
2019,31000,41333.3333333333,36701.7458638968,48935.6611518624,1
2019,18000,24456.5217391304,21310.6911467788,28954.7434059494,2
2019,19000,26950.3546099291,22494.6184327109,31907.2601882425,1
2019,8800,10068.6498855835,10418.560116203,11920.54933204,1
2019,28000,41791.0447761194,33149.9640061003,49477.5582180602,2
2019,38666.67,37908.4967320261,45778.5256691343,44880.9036497157,1
2019,17500,21406.7278287462,20718.7275038127,25344.0091789758,1
2019,23750,33928.5714285714,28118.2730408887,40168.9614869838,1
2019,16580,18840.9090909091,19629.5144007551,22306.2663644945,2
2019,7200,9836.06557377049,8524.27645871152,11645.1864190048,1
2019,6166.67,7326.73267326733,7300.88887633924,8674.31872861183,2
2019,10000,11013.2158590308,11839.2728593216,13038.8467613673,1
2019,17500,22012.5786163522,20718.7275038127,26061.2924576261,2
2019,10000,14598.5401459854,11839.2728593216,17283.6100136081,1
2019,20000,22598.8700564972,23678.5457186431,26755.4188911221,1
2019,3166.67,3877.55102040816,3749.10701854278,4590.73845565529,1
2019,10500,11330.9352517986,12431.2365022876,13415.0034197349,1
2019,19200,26016.2601626016,22731.4038898974,30801.3602844138,2
2019,13200,19760.4790419162,15627.8401743044,23394.970320815,1
2019,63000,1e+05,74587.4190137258,118392.728593216,2
2019,9000,9000,10655.3455733894,10655.3455733894,1
2019,10166.67,11960.7843137255,12036.5980200679,14160.6989101689,1
2019,10075,11010.9289617486,11928.0674057665,13036.1392412748,1
2019,14000,19858.1560283688,16574.9820030502,23510.6127702839,2
2019,16666.67,20576.1316872428,19732.1253786269,24360.64374346,2
2019,20750,24776.1194029851,24566.4911830922,29333.1238007071,1
2019,1380,1725,1633.81965458637,2042.27456823297,2
2019,11833.33,14200,14009.8022704395,16811.7674602366,2
2019,95500,102688.172043011,113065.055806521,121575.328824216,1
2019,4000,5042.01680672269,4735.70914372862,5969.38127360751,1
2019,0,0,0,0,2
2019,7000,7799.44289693593,8287.49100152508,9233.97326075218,2
2019,9200,10454.5454545455,10892.1310305758,12377.4216256543,1
2019,22000,21568.6274509804,26046.4002905074,25535.686559321,1
2019,40500,61363.6363636364,47949.0550802523,72650.0834549277,2
2019,13333.33,19047.619047619,15785.6931993378,22550.9959225172,2
2019,25000,37313.4328358209,29598.1821483039,44176.3912661252,2
2019,15250,19062.5,18054.8911104654,22568.6138880817,1
2019,7500,9868.42105263158,8879.45464449116,11683.4929532778,2
2019,12250,15506.3291139241,14503.1092526689,18358.3661426189,1
2019,5916.67,8160.91954022989,7004.9070548562,9661.93532197506,2
2019,10875,13082.7067669173,12875.2092345122,15488.9735152026,2
2019,17500,22364.2172523962,20718.7275038127,26477.6070336265,1
2019,14840,19025.641025641,17569.4809232332,22524.9755426066,2
2019,9550,11019.2307692308,11306.5055806521,13045.9679776755,1
2019,10000,13157.8947368421,11839.2728593216,15577.9906043705,2
2019,21750,29000,25750.4184690244,34333.8912920325,1
2019,20750,25776.3975155279,24566.4911830922,30517.3803516673,1
2019,400,563.380281690141,473.570914372862,667.001287849101,1
2019,8550,11324.5033112583,10122.5782947199,13407.3884698277,2
2019,8500,10200,10063.3819304233,12076.058316508,1
2019,2e+05,2e+05,236785.457186431,236785.457186431,1
2019,9200,13049.6453900709,10892.1310305758,15449.8312490437,2
2019,34692.5,41547.9041916168,41073.3973672013,49189.69744575,1
2019,5600,7235.14211886305,6629.99280122007,8565.88217211895,2
2019,8966.67,10934.9593495935,10615.8852769493,12946.1967445427,2
2019,61500,75000,72811.5280848275,88794.5464449116,2
2019,5850,7145.03816793893,6925.97462270311,8459.2056460496,1
2019,16666.67,20491.8032786885,19732.1253786269,24260.8050395933,2
2019,15000,20000,17758.9092889823,23678.5457186431,2
2019,4642.86,5963.30275229358,5496.80863876296,7060.11684271469,1
2019,4000,4519.77401129944,4735.70914372862,5351.08377822443,1
2019,49333.33,53237.4100719424,58407.0754928954,63029.222416532,1
2019,33333.33,40000,39464.2389179809,47357.0914372862,1
2019,30000,41095.8904109589,35517.8185779647,48654.5459972119,1
2019,2425,3605.94795539033,2871.02366838548,4269.18017603788,1
2019,8000,11162.7906976744,9471.41828745724,13215.9324941264,2
2019,18000,24000,21310.6911467788,28414.2548623717,2
2019,12500,15060.2409638554,14799.0910741519,17830.2302098216,1
2019,9500,12179.4871794872,11247.3092163555,14419.6272004557,2
2019,1742.86,2107.08117443869,2063.41950955972,2494.63089609193,2
2019,8725,11312.8038897893,10329.7655697581,13393.537205521,1
2019,12166.67,14959.0163934426,14404.4525919322,17710.3876789031,2
2019,6750,8231.70731707317,7991.50918004205,9745.7429024903,1
2019,9200,13430.6569343066,10892.1310305758,15900.9212125195,2
2019,2840,3148.55875831486,3362.35349204732,3727.66462532962,1
2019,16000,17977.5280898876,18942.8365749145,21284.0860392298,2
2019,8500,10429.4478527607,10063.3819304233,12347.70789009,2
2019,25000,30193.2367149758,29598.1821483039,35746.5967974684,1
2019,19500,24000,23086.582075677,28414.2548623717,1
2019,12960,14179.4310722101,15343.6976256807,16787.4153453837,2
2019,30000,39473.6842105263,35517.8185779647,46733.9718131114,2
2019,11171.43,12334.3848580442,13226.1607998811,14603.0147886269,1
2019,8200,11549.2957746479,9708.20374464367,13673.5264009066,2
2019,10000,14925.3731343284,11839.2728593216,17670.5565064501,2
2019,4000,4301.0752688172,4735.70914372862,5092.16036960067,1
2019,41500,55333.3333333333,49132.9823661844,65510.6431549126,2
2019,10500,12765.9574468085,12431.2365022876,15113.9653523254,1
2019,19333.33,23868.3127572016,22889.2569149307,28258.3467424136,1
2019,6142.86,7142.85714285714,7272.6995676612,8456.62347094397,1
2019,41250,40841.5841584158,48837.0005447014,48353.465885843,1
2019,9500,11656.4417177914,11247.3092163555,13800.3794065711,2
2019,9250,10393.2584269663,10951.3273948724,12304.8622414297,2
2019,8960,9781.65938864629,10607.9884819521,11580.7734519128,1
2019,4640,5756.82382133995,5493.4226067252,6815.66080238858,2
2019,16000,22038.5674931129,18942.8365749145,26092.0613979538,2
2019,30000,42452.8301886792,35517.8185779647,50261.0640254217,1
2019,15860,20813.6482939633,18777.086754884,24641.8461350183,2
2019,6266.67,6988.84758364312,7419.28160493246,8274.2873514961,1
2019,19000,23030.303030303,22494.6184327109,27266.2041608618,1
2019,13375,17147.4358974359,15835.0274493426,20301.3172427469,2
2019,25400,31280.7881773399,30071.7530626767,37034.1786486167,1
2019,37400,51944.4444444444,44278.8804938626,61498.4451303647,2
2019,12000,16000,14207.1274311859,18942.8365749145,1
2019,9571.43,12593.984962406,11331.8771423896,14910.3624356117,1
2019,5960,7989.27613941019,7056.20662415564,9458.72201629443,1
2019,24500,28994.0828402367,29006.2185053378,34326.8858051335,2
2019,4333.33,4676.25899280576,5130.34762594839,5536.35061766835,2
2019,1500,1973.68421052632,1775.89092889823,2336.69859065557,2
2019,17750,24825.1748251748,21014.7093252958,29391.2018535605,1
2019,18750,29069.7674418605,22198.6366112279,34416.4908701208,1
2019,28750,35168.1957186544,34037.9094705495,41636.5865083174,2
2019,15100,18019.0930787589,17877.3020175755,21333.295963694,1
2019,26000,34666.6666666667,30782.109434236,41042.8125789814,1
2019,38666.67,37908.4967320261,45778.5256691343,44880.9036497157,1
2019,7000,9375,8287.49100152508,11099.318305614,1
2019,39000,52000,46173.164151354,61564.2188684721,1
2019,4000,4790.41916167665,4735.70914372862,5671.50795656122,2
2019,8500,11383.9285714286,10063.3819304233,13477.7436568169,2
2019,24500,30817.6100628931,29006.2185053378,36485.8094406765,1
2019,13466.67,14428.5714285714,15943.558063644,17082.3794113068,2
2019,29000,39189.1891891892,34333.8912920325,46397.1503946385,1
2019,12800,20317.4603174603,15154.2692599316,24054.3956506851,2
2019,20571.43,28514.8514851485,24355.0772876433,33759.5107275704,1
2019,20333.33,23552.1235521236,24073.1842008629,27884.0017150044,1
2019,16000,17266.1870503597,18942.8365749145,20441.9099729293,1
2019,11400,15489.1304347826,13496.7710596266,18338.0041571013,2
2019,12666.67,15019.7628458498,14996.4162348982,17782.3070614316,2
2019,9220,11243.9024390244,10915.8095762945,13311.9628979201,2
2019,13500,17647.0588235294,15983.0183600841,20892.8344576263,2
2019,9000,12857.1428571429,10655.3455733894,15221.9222476991,2
2019,9000,10714.2857142857,10655.3455733894,12684.9352064159,1
2019,39666.67,46484.375,46962.4529550664,55034.1199320025,1
2019,17500,21341.4634146341,20718.7275038127,25266.7408583082,2
2019,4356,6377.74524158126,5157.18725752047,7550.78661423202,2
2019,31000,40000,36701.7458638968,47357.0914372862,1
2019,3250,3834.80825958702,3847.7636792795,4540.13413484307,2
2019,26833.33,31944.4444444444,31768.7115594219,37819.8994117216,1
2019,14000,16949.1525423729,16574.9820030502,20066.5641683416,1
2019,3714.29,4896.42184557439,4397.44927886494,5797.0074264098,1
2019,8500,9941.52046783626,10063.3819304233,11770.0373455243,2
2019,13500,21428.5714285714,15983.0183600841,25369.8704128319,2
2019,11000,15602.8368794326,13023.2001452537,18472.6243195088,1
2019,23733.33,28142.2924901186,28098.5369730322,33318.427967735,1
2019,11033.33,12585.5513307985,13062.6604416938,14900.3776290321,1
2019,30000,33802.8169014085,35517.8185779647,40020.0772709461,1
2019,8266.67,10081.3008130081,9787.13617679677,11935.5271102103,1
2019,6000,7957.55968169761,7103.56371559293,9421.1720365954,1
2019,14000,17902.8132992327,16574.9820030502,21195.6291599107,1
2019,13050,13809.5238095238,15450.2510814146,16349.472043825,1
2019,15500,18343.1952662722,18350.8729319484,21717.0093869212,1
2019,3750,5319.14893617021,4439.72732224558,6297.48556346891,2
2019,21500,25368.7315634218,25454.4366475413,30034.7335074234,1
2019,21825,26779.1411042945,25839.2130154693,31704.5558472016,2
2019,8800,11027.5689223058,10418.560116203,13055.8397446152,2
2019,5216.67,6774.89177489177,6176.1579547037,8020.9792315317,1
2019,7000,8474.57627118644,8287.49100152508,10033.2820841708,2
2019,13866.67,16573.7051792829,16417.1289780168,19622.0617907481,1
2019,26000,29545.4545454545,30782.109434236,34979.6698116319,1
2019,2800,3043.47826086957,3314.99640061003,3603.25695718482,1
2019,10400,12235.2941176471,12312.8437736944,14485.6985572875,1
2019,12500,17123.2876712329,14799.0910741519,20272.7274988383,1
2019,10875,13082.7067669173,12875.2092345122,15488.9735152026,1
2019,30000,33898.3050847458,35517.8185779647,40133.1283366832,1
2019,9000,12000,10655.3455733894,14207.1274311859,2
2019,10750,12146.8926553672,12727.2183237707,14381.0376539782,1
2019,12900,17200,15272.6619885248,20363.5493180331,2
2019,14571.43,18411.5523465704,17251.5135720504,21797.9391994729,1
2019,4500,6716.41791044776,5327.6727866947,7951.75042790253,2
2019,20500,33606.5573770492,24270.5093616092,39787.7202649331,2
2019,20000,23809.5238095238,23678.5457186431,28188.7449031465,2
2019,9433.33,10842.9118773946,11168.3767842024,12837.2192306054,2
2019,12108.33,17014.0515222482,14335.3822740709,20143.3998414452,2
2019,18250,23701.2987012987,21606.6729682618,28060.6142444959,2
2019,2300,2699.53051643193,2723.03275764396,3196.04783761028,1
2019,18666.67,22222.2222222222,22099.9799504912,26309.4952429368,1
2019,8000,9756.09756097561,9471.41828745724,11550.5101066552,1
2019,9700,12278.4810126582,11484.0946735419,14536.828700686,1
2019,29000,37662.3376623377,34333.8912920325,44589.4692104318,2
2019,23333.33,29535.864978903,27624.9660586593,34968.3164621312,2
2019,6542.86,8657.8449905482,7746.27048203406,10250.258921681,1
2019,22500,25568.1818181818,26638.3639334735,30270.8681062199,2
2019,12000,15113.3501259446,14207.1274311859,17893.107595952,2
2019,13812.5,16767.8300455235,16352.9956369379,19851.8915167683,2
2019,70000,70000,82874.9100152508,82874.9100152508,1
2019,7458.33,10783.1325301205,8830.12039448637,12766.4448302323,1
2019,0,0,0,0,2
2019,2575,2893.25842696629,3048.6127612753,3425.40759693854,2
2019,5440,7214.85411140584,6440.56443547092,8541.86264651316,2
2019,14500,17791.4110429448,17166.9456460162,21063.736988977,2
2019,3875,5081.96721311475,4587.7182329871,6016.67964981915,2
2019,10750,12146.8926553672,12727.2183237707,14381.0376539782,1
2019,9250,14396.8871595331,10951.3273948724,17044.8675406575,1
2019,0,0,0,0,2
2019,9500,14690.7216494845,11247.3092163555,17392.746210859,2
2019,35000,42424.2424242424,41437.4550076254,50227.2181910611,2
2019,16666.67,22421.5246636771,19732.1253786269,26545.4548415281,2
2019,25000,37313.4328358209,29598.1821483039,44176.3912661252,2
2019,10500,12233.0097087379,12431.2365022876,14482.9939832477,2
2019,21000,28187.9194630872,24862.4730045753,33372.4469860071,1
2019,20000,22988.5057471264,23678.5457186431,27216.7192168311,2
2019,23000,24731.1827956989,27230.3275764396,29279.9221252038,1
2019,14150,20070.9219858156,16752.57109594,23762.5121928227,2
2019,46000,51977.4011299435,54460.6551528791,61537.4634495809,2
2019,3400,4775.2808988764,4025.35277216933,5653.5853541704,1
2019,44000,53333.3333333333,52092.8005810148,63142.7885830483,1
2019,15000,18292.6829268293,17758.9092889823,21657.2064499784,1
2019,30000,34482.7586206897,35517.8185779647,40825.0788252467,1
2019,0,0,0,0,1
2019,9660,12227.8481012658,11436.7375821046,14476.8830153223,2
2019,7500,7936.50793650794,8879.45464449116,9396.24830104885,1
2019,13666.67,16110.0196463654,16180.3435208304,19073.0918362351,2
2019,4900,5568.18181818182,5801.24370106756,6592.32238757677,2
2019,10000,11363.6363636364,11839.2728593216,13453.7191583199,1
2019,10000,13888.8888888889,11839.2728593216,16443.4345268355,2
2019,15666.67,18503.937007874,18548.1980926947,21907.3159207918,2
2019,21250,24011.2994350282,25158.4548260583,28427.6325718173,1
2019,6700,8805.256869773,7932.31281574544,10424.7838677658,1
2019,23333.33,27777.7777777778,27624.9660586593,32886.869053671,1
2019,14500,21219.512195122,17166.9456460162,25122.359481975,1
2019,12500,17605.6338028169,14799.0910741519,20843.7902452844,2
2019,36333.33,42913.3858267716,43016.0207757773,50806.3284120492,1
2019,10750,15034.965034965,12727.2183237707,17800.305347931,2
2019,8400,10741.6879795396,9944.9892018301,12717.3774959464,2
2019,9000,11180.1242236025,10655.3455733894,13236.454128434,2
2019,29950,39933.3333333333,35458.622213668,47278.1629515574,2
2019,6227.27,7696.62921348315,7372.63486986673,9112.24933554524,1
2019,3166.67,4408.35266821346,3749.10701854278,5219.16900990973,2
